Fecha/Hora, Voltaje V, Current mA, Temperature C,Carga AH
5/30/19 17:29,13.52,1.5,24.83,0.24
5/30/19 17:29,13.37,1.51,24.83,0.2408
5/30/19 17:29,13.44,1.52,24.89,0.2416
5/30/19 17:29,13.37,1.54,24.95,0.2428
5/30/19 17:29,13.34,1.54,24.95,0.24352
5/30/19 17:29,13.34,1.53,24.93,0.2437333333
5/30/19 17:29,13.34,1.52,24.95,0.2436571429
5/30/19 17:29,13.37,1.55,24.95,0.2442
5/30/19 17:29,13.34,1.53,24.99,0.2442666667
5/30/19 17:29,13.32,1.53,24.93,0.24432
5/30/19 17:30,13.34,1.53,24.99,0.2443636364
5/30/19 17:30,13.3,1.52,24.89,0.2442666667
5/30/19 17:30,13.39,1.51,24.95,0.2440615385
5/30/19 17:30,13.34,1.52,24.93,0.244
5/30/19 17:30,13.37,1.53,25.01,0.2440533333
5/30/19 17:30,13.3,1.5,25.05,0.2438
5/30/19 17:30,13.34,1.52,24.99,0.2437647059
5/30/19 17:30,13.32,1.52,24.93,0.2437333333
5/30/19 17:30,13.27,1.52,25.01,0.2437052632
5/30/19 17:30,13.27,1.52,24.93,0.24368
5/30/19 17:30,13.34,1.47,24.99,0.2432761905
5/30/19 17:32,13.37,1.52,25.13,0.2432727273
5/30/19 17:32,13.3,1.56,25.07,0.2435478261
5/30/19 17:32,13.32,1.49,25.13,0.2433333333
5/30/19 17:32,13.32,1.54,25.07,0.243456
5/30/19 17:32,13.32,1.52,25.11,0.2434461538
5/30/19 17:32,13.3,1.52,25.13,0.243437037
5/30/19 17:32,13.32,1.51,25.11,0.2433714286
5/30/19 17:32,13.3,1.52,25.19,0.2433655172
5/30/19 17:33,13.27,1.57,25.13,0.4568
5/30/19 17:33,13.27,1.47,25.23,0.4562903226
5/30/19 17:33,13.3,1.56,25.11,0.45665625
5/30/19 17:33,13.27,1.56,25.13,0.457
5/30/19 17:33,13.3,1.51,25.11,0.4568823529
5/30/19 17:33,13.3,1.56,25.11,0.4572
5/30/19 17:33,13.27,1.54,25.13,0.4573333333
5/30/19 17:33,13.32,1.55,25.13,0.4575405405
5/30/19 17:33,13.32,1.53,25.13,0.4575789474
5/30/19 17:33,13.32,1.53,25.13,0.4576153846
5/30/19 17:33,13.32,1.54,25.17,0.457725
5/30/19 17:33,13.3,1.54,25.13,0.4578292683
5/30/19 17:33,13.34,1.54,25.13,0.4579285714
5/30/19 17:33,13.3,1.54,25.17,0.4580232558
5/30/19 17:33,13.37,1.53,25.19,0.4580454545
5/30/19 17:33,13.3,1.54,25.13,0.4581333333
5/30/19 17:33,13.34,1.54,25.17,0.4582173913
5/30/19 17:33,13.27,1.54,25.11,0.4582978723
5/30/19 17:33,13.3,1.54,25.17,0.458375
5/30/19 17:34,13.34,1.55,25.11,0.489077551
5/30/19 17:34,13.34,1.54,25.19,0.489152
5/30/19 17:34,13.32,1.53,25.13,0.4891607843
5/30/19 17:34,13.34,1.54,25.11,0.4892307692
5/30/19 17:34,13.34,1.52,25.19,0.4891773585
5/30/19 17:34,13.34,1.53,25.17,0.4891851852
5/30/19 17:34,13.37,1.53,25.17,0.4891927273
5/30/19 17:34,13.37,1.54,25.13,0.4892571429
5/30/19 17:34,13.34,1.53,25.17,0.4892631579
5/30/19 17:34,13.34,1.52,25.17,0.4892137931
5/30/19 17:34,13.34,1.51,25.17,0.4891118644
5/30/19 17:34,13.32,1.51,25.19,0.4890133333
5/30/19 17:34,13.32,1.49,25.13,0.4888131148
5/30/19 17:34,13.32,1.47,25.19,0.488516129
5/30/19 17:34,13.32,1.49,25.13,0.4883301587
5/30/19 17:34,13.34,1.51,25.11,0.48825
5/30/19 17:34,13.37,1.52,25.13,0.4882215385
5/30/19 17:34,13.3,1.52,25.17,0.4881939394
5/30/19 17:34,13.37,1.51,25.17,0.488119403
5/30/19 17:34,13.34,1.52,25.17,0.4880941176
5/30/19 17:35,13.39,1.51,25.17,0.4880231884
5/30/19 17:35,13.34,1.52,25.17,0.488
5/30/19 17:35,13.32,1.53,25.11,0.4880225352
5/30/19 17:35,13.32,1.53,25.19,0.4880444444
5/30/19 17:35,13.34,1.55,25.19,0.4881534247
5/30/19 17:35,13.3,1.52,25.19,0.4881297297
5/30/19 17:35,13.34,1.5,25.19,0.4880213333
5/30/19 17:35,13.39,1.52,25.13,0.488
5/30/19 17:35,13.34,1.52,25.17,0.4879792208
5/30/19 17:35,13.32,1.52,25.17,0.4879589744
5/30/19 17:35,13.32,1.51,25.13,0.4878987342
5/30/19 17:35,13.34,1.53,25.19,0.48792
5/30/19 17:35,13.34,1.52,25.17,0.4879012346
5/30/19 17:35,13.34,1.53,25.11,0.4879219512
5/30/19 17:35,13.34,1.52,25.19,0.4879036145
5/30/19 17:35,13.34,1.52,25.19,0.4878857143
5/30/19 17:35,13.34,1.54,25.17,0.4879435294
5/30/19 17:35,13.32,1.52,25.17,0.4879255814
5/30/19 17:35,13.37,1.52,25.23,0.487908046
5/30/19 17:35,13.39,1.54,25.13,0.4879636364
5/30/19 17:36,13.37,1.51,25.25,0.4879101124
5/30/19 17:36,13.32,1.53,25.19,0.4879288889
5/30/19 17:36,13.37,1.53,25.17,0.4879472527
5/30/19 17:36,13.37,1.52,25.19,0.4879304348
5/30/19 17:36,13.37,1.52,25.17,0.4879139785
5/30/19 17:36,13.37,1.51,25.23,0.4878638298
5/30/19 17:36,13.39,1.52,25.25,0.4878484211
5/30/19 17:36,13.3,1.51,25.23,0.4878
5/30/19 17:36,13.37,1.53,25.25,0.4878185567
5/30/19 17:36,13.34,1.57,25.19,0.4879673469
5/30/19 17:36,13.39,1.52,25.19,0.4879515152
5/30/19 17:36,13.34,1.51,25.29,0.487904
5/30/19 17:36,13.37,1.51,25.17,0.4878574257
5/30/19 17:36,13.32,1.52,25.17,0.4878431373
5/30/19 17:36,13.37,1.52,25.19,0.4878291262
5/30/19 17:36,13.39,1.52,25.25,0.4878153846
5/30/19 17:36,13.37,1.53,25.23,0.487832381
5/30/19 17:36,13.37,1.52,25.19,0.4878188679
5/30/19 17:36,13.32,1.52,25.23,0.4878056075
5/30/19 17:37,13.44,1.52,25.19,0.4877925926
5/30/19 17:37,13.32,1.51,25.19,0.4877504587
5/30/19 17:37,13.32,1.51,25.19,0.4877090909
5/30/19 17:37,13.37,1.5,25.25,0.4876396396
5/30/19 17:37,13.39,1.51,25.23,0.4876
5/30/19 17:37,13.39,1.5,25.25,0.4875327434
5/30/19 17:37,13.39,1.5,25.25,0.4874666667
5/30/19 17:37,13.3,1.49,25.19,0.487373913
5/30/19 17:37,13.25,1.52,25.25,0.4873655172
5/30/19 17:37,13.32,1.5,25.23,0.4873025641
5/30/19 17:37,13.37,1.51,25.19,0.4872677966
5/30/19 17:37,13.37,1.54,25.19,0.4873142857
5/30/19 17:37,13.42,1.52,25.31,0.4873066667
5/30/19 17:37,13.32,1.52,25.25,0.4872991736
5/30/19 17:37,13.39,1.51,25.31,0.4872655738
5/30/19 17:37,13.34,1.51,25.31,0.4872325203
5/30/19 17:37,13.34,1.52,25.19,0.4872258065
5/30/19 17:37,13.37,1.5,25.23,0.487168
5/30/19 17:37,13.34,1.5,25.29,0.4871111111
5/30/19 17:37,13.39,1.51,25.23,0.487080315
5/30/19 17:38,13.37,1.49,25.25,0.487
5/30/19 17:38,13.3,1.52,25.25,0.4869953488
5/30/19 17:38,13.37,1.53,25.31,0.4870153846
5/30/19 17:38,13.34,1.51,25.25,0.4869862595
5/30/19 17:38,13.32,1.51,25.37,0.4869575758
5/30/19 17:38,13.32,1.5,25.29,0.4869052632
5/30/19 17:38,13.37,1.52,25.25,0.4869014925
5/30/19 17:38,13.39,1.52,25.25,0.4868977778
5/30/19 17:38,13.37,1.5,25.29,0.4868470588
5/30/19 17:38,13.32,1.54,25.31,0.4868905109
5/30/19 17:38,13.39,1.53,25.25,0.4869101449
5/30/19 17:38,13.32,1.51,25.23,0.4868834532
5/30/19 17:38,13.3,1.5,25.29,0.4868342857
5/30/19 17:38,13.34,1.49,25.25,0.4867631206
5/30/19 17:38,13.34,1.51,25.25,0.4867380282
5/30/19 17:38,13.37,1.51,25.29,0.4867132867
5/30/19 17:38,13.37,1.56,25.29,0.4868
5/30/19 17:38,13.39,1.5,25.29,0.4867531034
5/30/19 17:38,13.32,1.49,25.35,0.4866849315
5/30/19 17:39,13.37,1.49,25.35,0.4866176871
5/30/19 17:39,13.32,1.49,25.29,0.4865513514
5/30/19 17:39,13.39,1.56,25.31,0.4866362416
5/30/19 17:39,13.37,1.5,25.29,0.486592
5/30/19 17:39,13.39,1.52,25.29,0.4865907285
5/30/19 17:39,13.37,1.5,25.31,0.4865473684
5/30/19 17:39,13.34,1.51,25.29,0.4865254902
5/30/19 17:39,13.32,1.53,25.31,0.4865454545
5/30/19 17:39,13.32,1.49,25.29,0.4864825806
5/30/19 17:39,13.37,1.5,25.31,0.4864410256
5/30/19 17:39,13.39,1.49,25.29,0.4863796178
5/30/19 17:39,13.39,1.49,25.35,0.4863189873
5/30/19 17:39,13.34,1.55,25.29,0.4863798742
5/30/19 17:39,13.39,1.49,25.29,0.48632
5/30/19 17:39,13.34,1.51,25.29,0.4863006211
5/30/19 17:39,13.39,1.5,25.31,0.4862617284
5/30/19 17:39,13.42,1.51,25.31,0.4862429448
5/30/19 17:39,13.34,1.5,25.37,0.486204878
5/30/19 17:39,13.39,1.5,25.31,0.4861672727
5/30/19 17:39,13.32,1.5,25.29,0.4861301205
5/30/19 17:40,13.37,1.48,25.23,0.4860550898
5/30/19 17:40,12.78,0.01,25.35,0.4831809524
5/30/19 17:40,12.66,-0.35,25.31,0.4796591716
5/30/19 17:40,12.61,-0.4,25.31,0.4760847059
5/30/19 17:40,12.56,-0.4,25.31,0.4725520468
5/30/19 17:40,12.56,-0.4,25.25,0.4690604651
5/30/19 17:40,12.51,-0.4,25.29,0.4656092486
5/30/19 17:40,12.51,-0.4,25.29,0.4621977011
5/30/19 17:40,12.51,-0.4,25.31,0.4588251429
5/30/19 17:40,12.49,-0.4,25.37,0.4554909091
5/30/19 17:40,12.51,-0.4,25.37,0.4521943503
5/30/19 17:40,12.54,-0.4,25.35,0.4489348315
5/30/19 17:40,12.46,-0.4,25.31,0.4457117318
5/30/19 17:40,12.44,-0.39,25.35,0.4425422222
5/30/19 17:40,12.46,-0.4,25.31,0.4393900552
5/30/19 17:40,12.42,-0.4,25.35,0.4362725275
5/30/19 17:40,12.42,-0.4,25.31,0.433189071
5/30/19 17:40,12.42,-0.39,25.37,0.4301565217
5/30/19 17:40,12.42,-0.4,25.37,0.4271394595
5/30/19 17:40,12.44,-0.4,25.37,0.4241548387
5/30/19 17:41,12.42,-0.4,25.41,0.421202139
5/30/19 17:41,12.46,-0.4,25.37,0.4182808511
5/30/19 17:41,12.46,-0.4,25.35,0.4153904762
5/30/19 17:41,12.49,-0.4,25.31,0.4125305263
5/30/19 17:41,12.44,-0.4,25.35,0.4097005236
5/30/19 17:41,12.42,-0.4,25.35,0.4069
5/30/19 17:41,12.46,-0.41,25.35,0.4041119171
5/30/19 17:41,12.44,-0.4,25.37,0.4013690722
5/30/19 17:41,12.37,-0.41,25.35,0.3986379487
5/30/19 17:41,12.37,-0.41,25.37,0.3959346939
5/30/19 17:41,12.37,-0.41,25.35,0.3932588832
5/30/19 17:41,12.44,-0.4,25.31,0.3906262626
5/30/19 17:41,12.44,-0.4,25.29,0.3880201005
5/30/19 17:41,12.37,-0.4,25.35,0.38544
5/30/19 17:41,12.39,-0.41,25.37,0.3828696517
5/30/19 17:41,12.39,-0.4,25.31,0.3803405941
5/30/19 17:41,12.37,-0.41,25.31,0.3778206897
5/30/19 17:41,12.34,-0.41,25.37,0.3753254902
5/30/19 17:41,12.37,-0.4,25.35,0.3728702439
5/30/19 17:42,12.39,-0.4,25.37,0.370438835
5/30/19 17:42,12.34,-0.41,25.35,0.3680154589
5/30/19 17:42,12.39,-0.4,25.35,0.3656307692
5/30/19 17:42,12.39,-0.4,25.37,0.3632688995
5/30/19 17:42,12.39,-0.4,25.41,0.3609295238
5/30/19 17:42,12.34,-0.41,25.37,0.3585971564
5/30/19 17:42,12.34,-0.4,25.31,0.3563018868
5/30/19 17:42,12.37,-0.4,25.41,0.354028169
5/30/19 17:42,12.34,-0.41,25.37,0.3517607477
5/30/19 17:42,12.39,-0.41,25.37,0.3495144186
5/30/19 17:42,12.37,-0.4,25.37,0.3473037037
5/30/19 17:42,12.34,-0.4,25.35,0.3451133641
5/30/19 17:42,12.34,-0.41,25.41,0.3429284404
5/30/19 17:42,12.39,-0.41,25.35,0.3407634703
5/30/19 17:42,12.32,-0.41,25.31,0.3386181818
5/30/19 17:42,12.29,-0.4,25.41,0.3365067873
5/30/19 17:42,12.34,-0.4,25.37,0.3344144144
5/30/19 17:42,12.37,-0.41,25.35,0.3323264574
5/30/19 17:42,12.34,-0.4,25.41,0.3302714286
5/30/19 17:42,12.32,-0.41,25.35,0.3282204444
5/30/19 17:43,12.34,-0.41,25.37,0.3261876106
5/30/19 17:43,12.37,-0.41,25.31,0.3241726872
5/30/19 17:43,12.34,-0.42,25.37,0.3221614035
5/30/19 17:43,12.34,-0.41,25.31,0.3201816594
5/30/19 17:43,12.37,-0.4,25.41,0.3182330435
5/30/19 17:43,12.32,-0.41,25.35,0.3162874459
5/30/19 17:43,12.32,-0.41,25.41,0.3143586207
5/30/19 17:43,12.32,-0.41,25.41,0.3124463519
5/30/19 17:43,12.32,-0.4,25.43,0.3105641026
5/30/19 17:43,12.37,-0.4,25.41,0.3086978723
5/30/19 17:43,12.34,-0.42,25.47,0.306820339
5/30/19 17:43,12.34,-0.41,25.49,0.3049721519
5/30/19 17:43,12.32,-0.41,25.43,0.3031394958
5/30/19 17:43,12.34,-0.41,25.41,0.3013221757
5/30/19 17:43,12.29,-0.4,25.37,0.2995333333
5/30/19 17:43,12.29,-0.43,25.49,0.2977195021
5/30/19 17:43,12.34,-0.42,25.41,0.2959338843
5/30/19 17:43,12.29,-0.41,25.43,0.2941761317
5/30/19 17:43,12.34,-0.41,25.41,0.2924327869
5/30/19 17:44,12.32,-0.4,25.41,0.2907167347
5/30/19 17:44,12.37,-0.42,25.49,0.2889886179
5/30/19 17:44,12.34,-0.4,25.53,0.2873004049
5/30/19 17:44,12.32,-0.42,25.49,0.2856
5/30/19 17:44,12.37,-0.4,25.43,0.2839389558
5/30/19 17:44,12.29,-0.42,25.43,0.2822656
5/30/19 17:44,12.32,-0.41,25.41,0.2806183267
5/30/19 17:44,12.37,-0.41,25.49,0.278984127
5/30/19 17:44,12.27,-0.41,25.49,0.2773628458
5/30/19 17:44,12.29,-0.4,25.47,0.2757669291
5/30/19 17:44,12.32,-0.41,25.53,0.2741709804
5/30/19 17:44,12.32,-0.41,25.47,0.2725875
5/30/19 17:44,12.29,-0.42,25.47,0.2710038911
5/30/19 17:44,12.29,-0.4,25.43,0.2694573643
5/30/19 17:44,12.34,-0.41,25.37,0.2679104247
5/30/19 17:44,12.29,-0.43,25.41,0.2663507692
5/30/19 17:44,12.32,-0.42,25.43,0.2648153257
5/30/19 17:44,12.29,-0.42,25.47,0.2632916031
5/30/19 17:44,12.34,-0.4,25.41,0.2618038023
5/30/19 17:44,12.32,-0.41,25.47,0.2603151515
5/30/19 17:45,12.32,-0.4,25.41,0.2588498113
5/30/19 17:45,12.27,-0.4,25.49,0.2573954887
5/30/19 17:45,12.29,-0.41,25.43,0.2559400749
5/30/19 17:45,12.32,-0.4,25.41,0.2545074627
5/30/19 17:45,12.25,-0.41,25.53,0.2530736059
5/30/19 17:45,12.32,-0.41,25.41,0.2516503704
5/30/19 17:45,12.27,-0.41,25.53,0.2502376384
5/30/19 17:45,12.29,-0.42,25.47,0.2488235294
5/30/19 17:45,12.27,-0.41,25.49,0.2474315018
5/30/19 17:45,12.32,-0.42,25.49,0.2460379562
5/30/19 17:45,12.34,-0.41,25.53,0.2446661818
5/30/19 17:45,12.32,-0.4,25.47,0.243315942
5/30/19 17:45,12.27,-0.4,25.49,0.2419754513
5/30/19 17:45,12.34,-0.4,25.55,0.2406446043
5/30/19 17:45,12.32,-0.4,25.43,0.2393232975
5/30/19 17:45,12.29,-0.43,25.43,0.2379771429
5/30/19 17:45,12.29,-0.4,25.43,0.2366747331
5/30/19 17:45,12.32,-0.41,25.41,0.2353702128
5/30/19 17:45,12.34,-0.41,25.41,0.2340749117
5/30/19 17:45,12.27,-0.43,25.43,0.2327661972
5/30/19 17:46,12.29,-0.41,25.41,0.2314891228
5/30/19 17:46,12.29,-0.41,25.41,0.230220979
5/30/19 17:46,12.32,-0.42,25.43,0.2289505226
5/30/19 17:46,12.29,-0.42,25.49,0.2276888889
5/30/19 17:46,12.34,-0.41,25.37,0.2264470588
5/30/19 17:46,12.29,-0.41,25.37,0.2252137931
5/30/19 17:46,12.32,-0.42,25.37,0.2239780069
5/30/19 17:46,12.29,-0.41,25.37,0.2227616438
5/30/19 17:46,12.29,-0.41,25.43,0.2215535836
5/30/19 17:46,12.29,-0.41,25.41,0.2203537415
5/30/19 17:46,12.27,-0.42,25.41,0.2191511864
5/30/19 17:46,12.29,-0.42,25.49,0.2179567568
5/30/19 17:46,12.32,-0.41,25.47,0.2167811448
5/30/19 17:46,12.34,-0.41,25.49,0.2156134228
5/30/19 17:46,12.29,-0.42,25.47,0.2144428094
5/30/19 17:46,12.34,-0.42,25.41,0.21328
5/30/19 17:46,12.29,-0.42,25.43,0.2121249169
5/30/19 17:46,12.29,-0.42,25.47,0.2109774834
5/30/19 17:46,12.29,-0.42,25.49,0.2098376238
5/30/19 17:47,12.27,-0.41,25.49,0.2087157895
5/30/19 17:47,12.29,-0.41,25.43,0.2076013115
5/30/19 17:47,12.29,-0.42,25.43,0.2064836601
5/30/19 17:47,12.25,-0.42,25.55,0.2053732899
5/30/19 17:47,12.32,-0.41,25.49,0.2042805195
5/30/19 17:47,12.32,-0.41,25.47,0.203194822
5/30/19 17:47,12.29,-0.42,25.53,0.2021058065
5/30/19 17:47,12.29,-0.41,25.53,0.2010340836
5/30/19 17:47,12.27,-0.4,25.41,0.1999794872
5/30/19 17:47,12.32,-0.41,25.41,0.1989214058
5/30/19 17:47,12.29,-0.42,25.41,0.1978598726
5/30/19 17:47,12.29,-0.41,25.43,0.1968152381
5/30/19 17:47,12.25,-0.41,25.55,0.1957772152
5/30/19 17:47,12.29,-0.42,25.55,0.1947356467
5/30/19 17:47,12.25,-0.41,25.41,0.1937106918
5/30/19 17:47,12.32,-0.41,25.47,0.192692163
5/30/19 17:47,12.29,-0.41,25.37,0.19168
5/30/19 17:47,12.22,-0.42,25.47,0.1906641745
5/30/19 17:47,12.29,-0.42,25.43,0.1896546584
5/30/19 17:47,12.27,-0.4,25.47,0.1886712074
5/30/19 17:48,12.29,-0.42,25.41,0.1876740741
5/30/19 17:48,12.27,-0.42,25.47,0.1866830769
5/30/19 17:48,12.27,-0.41,25.43,0.1857079755
5/30/19 17:48,12.32,-0.41,25.41,0.1847388379
5/30/19 17:48,12.25,-0.41,25.43,0.1837756098
5/30/19 17:48,12.25,-0.42,25.53,0.1828085106
5/30/19 17:48,12.29,-0.42,25.41,0.1818472727
5/30/19 17:48,12.29,-0.4,25.53,0.1809111782
5/30/19 17:48,12.27,-0.42,25.53,0.1799614458
5/30/19 17:48,12.25,-0.42,25.47,0.1790174174
5/30/19 17:48,12.29,-0.42,25.49,0.1780790419
5/30/19 17:48,12.32,-0.42,25.53,0.1771462687
5/30/19 17:48,12.27,-0.41,25.37,0.1762285714
5/30/19 17:48,12.27,-0.41,25.43,0.1753163205
5/30/19 17:48,12.25,-0.42,25.41,0.1744
5/30/19 17:48,12.22,-0.42,25.37,0.1734890855
5/30/19 17:48,12.27,-0.41,25.53,0.1725929412
5/30/19 17:48,12.22,-0.41,25.41,0.1717020528
5/30/19 17:48,12.25,-0.42,25.37,0.1708070175
5/30/19 17:49,12.25,-0.42,25.47,0.1699172012
5/30/19 17:49,12.25,-0.41,25.47,0.1690418605
5/30/19 17:49,12.27,-0.41,25.59,0.1681715942
5/30/19 17:49,12.25,-0.42,25.49,0.1672971098
5/30/19 17:49,12.27,-0.41,25.47,0.1664368876
5/30/19 17:49,12.25,-0.42,25.47,0.1655724138
5/30/19 17:49,12.27,-0.42,25.43,0.164712894
5/30/19 17:49,12.25,-0.42,25.47,0.1638582857
5/30/19 17:49,12.25,-0.4,25.47,0.1630267806
5/30/19 17:49,12.25,-0.42,25.47,0.1621818182
5/30/19 17:49,12.27,-0.42,25.41,0.1613416431
5/30/19 17:49,12.27,-0.42,25.47,0.1605062147
5/30/19 17:49,12.29,-0.42,25.59,0.159675493
5/30/19 17:49,12.25,-0.41,25.53,0.158858427
5/30/19 17:49,12.27,-0.41,25.43,0.1580459384
5/30/19 17:49,12.25,-0.42,25.49,0.1572290503
5/30/19 17:49,12.27,-0.42,25.55,0.1564167131
5/30/19 17:49,12.22,-0.41,25.49,0.1556177778
5/30/19 17:49,12.2,-0.41,25.47,0.1548232687
5/30/19 17:49,12.22,-0.42,25.53,0.1540243094
5/30/19 17:50,12.27,-0.42,25.47,0.1532297521
5/30/19 17:50,12.27,-0.41,25.55,0.1524483516
5/30/19 17:50,12.22,-0.42,25.43,0.1516624658
5/30/19 17:50,12.22,-0.42,25.43,0.1508808743
5/30/19 17:50,12.25,-0.41,25.55,0.1501122616
5/30/19 17:50,12.25,-0.41,25.53,0.1493478261
5/30/19 17:50,12.22,-0.41,25.55,0.1485875339
5/30/19 17:50,12.25,-0.41,25.47,0.1478313514
5/30/19 17:50,12.27,-0.42,25.47,0.1470706199
5/30/19 17:50,12.22,-0.41,25.43,0.1463225806
5/30/19 17:50,12.25,-0.41,25.41,0.1455785523
5/30/19 17:50,12.27,-0.41,25.43,0.1448385027
5/30/19 17:50,12.25,-0.42,25.49,0.1440938667
5/30/19 17:50,12.25,-0.41,25.47,0.1433617021
5/30/19 17:50,12.22,-0.42,25.47,0.1426249337
5/30/19 17:50,12.22,-0.41,25.43,0.1419005291
5/30/19 17:50,12.25,-0.42,25.49,0.141171504
5/30/19 17:50,12.2,-0.41,25.43,0.1404547368
5/30/19 17:50,12.27,-0.41,25.55,0.1397417323
5/30/19 17:50,12.22,-0.42,25.53,0.1390240838
5/30/19 17:51,12.25,-0.42,25.47,0.1383101828
5/30/19 17:51,12.27,-0.41,25.49,0.1376083333
5/30/19 17:51,12.25,-0.42,25.47,0.1369018182
5/30/19 17:51,12.22,-0.41,25.49,0.1362072539
5/30/19 17:51,12.22,-0.41,25.53,0.1355162791
5/30/19 17:51,12.27,-0.42,25.47,0.1348206186
5/30/19 17:51,12.27,-0.41,25.49,0.1341367609
5/30/19 17:51,12.22,-0.41,25.43,0.1334564103
5/30/19 17:51,12.25,-0.41,25.53,0.1327795396
5/30/19 17:51,12.22,-0.41,25.49,0.1321061224
5/30/19 17:51,12.22,-0.42,25.43,0.1314279898
5/30/19 17:51,12.25,-0.42,25.49,0.1307532995
5/30/19 17:51,12.27,-0.4,25.49,0.1300982278
5/30/19 17:51,12.27,-0.41,25.43,0.1294383838
5/30/19 17:51,12.22,-0.42,25.49,0.1287738035
5/30/19 17:51,12.25,-0.42,25.53,0.1281125628
5/30/19 17:51,12.25,-0.41,25.53,0.1274626566
5/30/19 17:51,12.2,-0.42,25.53,0.126808
5/30/19 17:51,12.22,-0.42,25.53,0.1261566085
5/30/19 17:52,12.22,-0.41,25.43,0.1255164179
5/30/19 17:52,12.22,-0.41,25.47,0.1248794045
5/30/19 17:52,12.22,-0.42,25.49,0.1242376238
5/30/19 17:52,12.25,-0.42,25.55,0.1235990123
5/30/19 17:52,12.25,-0.42,25.49,0.1229635468
5/30/19 17:52,12.2,-0.42,25.53,0.1223312039
5/30/19 17:52,12.25,-0.42,25.53,0.1217019608
5/30/19 17:52,12.22,-0.42,25.47,0.1210757946
5/30/19 17:52,12.22,-0.42,25.55,0.1204526829
5/30/19 17:52,12.22,-0.42,25.53,0.1198326034
5/30/19 17:52,12.25,-0.41,25.43,0.119223301
5/30/19 17:52,12.27,-0.42,25.59,0.118609201
5/30/19 17:52,12.22,-0.42,25.49,0.1179980676
5/30/19 17:52,12.22,-0.42,25.41,0.1173898795
5/30/19 17:52,12.22,-0.42,25.55,0.1167846154
5/30/19 17:52,12.25,-0.42,25.49,0.1161822542
5/30/19 17:52,12.22,-0.42,25.49,0.1155827751
5/30/19 17:52,12.22,-0.42,25.49,0.1149861575
5/30/19 17:52,12.2,-0.42,25.53,0.114392381
5/30/19 17:52,12.22,-0.42,25.43,0.1138014252
5/30/19 17:53,12.22,-0.42,25.53,0.1132132701
5/30/19 17:53,12.25,-0.42,25.49,0.112627896
5/30/19 17:53,12.25,-0.42,25.43,0.112045283
5/30/19 17:53,12.25,-0.42,25.53,0.1114654118
5/30/19 17:53,12.25,-0.41,25.49,0.1108957746
5/30/19 17:53,12.22,-0.42,25.53,0.1103213115
5/30/19 17:53,12.2,-0.42,25.41,0.1097495327
5/30/19 17:53,12.25,-0.42,25.53,0.1091804196
5/30/19 17:53,12.25,-0.42,25.53,0.1086139535
5/30/19 17:53,12.22,-0.42,25.43,0.108050116
5/30/19 17:53,12.22,-0.42,25.53,0.1074888889
5/30/19 17:53,12.2,-0.42,25.53,0.106930254
5/30/19 17:53,12.2,-0.42,25.53,0.1063741935
5/30/19 17:53,12.22,-0.42,25.49,0.1058206897
5/30/19 17:53,12.25,-0.42,25.49,0.1052697248
5/30/19 17:53,12.22,-0.41,25.53,0.1047286041
5/30/19 17:53,12.22,-0.41,25.49,0.1041899543
5/30/19 17:53,12.22,-0.42,25.43,0.1036464692
5/30/19 17:53,12.2,-0.42,25.49,0.1031054545
5/30/19 17:54,12.22,-0.42,25.47,0.1025668934
5/30/19 17:54,12.22,-0.42,25.41,0.1020307692
5/30/19 17:54,12.2,-0.42,25.55,0.1014970655
5/30/19 17:54,12.2,-0.42,25.49,0.1009657658
5/30/19 17:54,12.22,-0.42,25.43,0.1004368539
5/30/19 17:54,12.22,-0.42,25.53,0.0999103139
5/30/19 17:54,12.22,-0.42,25.41,0.09938612975
5/30/19 17:54,12.2,-0.42,25.53,0.09886428571
5/30/19 17:54,12.22,-0.42,25.53,0.09834476615
5/30/19 17:54,12.27,-0.42,25.49,0.09782755556
5/30/19 17:54,12.17,-0.42,25.53,0.09731263858
5/30/19 17:54,12.17,-0.42,25.53,0.0968
5/30/19 17:54,12.25,-0.42,25.49,0.09628962472
5/30/19 17:54,12.22,-0.42,25.53,0.0957814978
5/30/19 17:54,12.2,-0.42,25.53,0.0952756044
5/30/19 17:54,12.22,-0.42,25.55,0.09477192982
5/30/19 17:54,12.2,-0.41,25.43,0.09427746171
5/30/19 17:54,12.25,-0.42,25.59,0.09377816594
5/30/19 17:54,12.2,-0.42,25.49,0.09328104575
5/30/19 17:54,12.2,-0.42,25.43,0.09278608696
5/30/19 17:55,12.22,-0.41,25.59,0.09230021692
5/30/19 17:55,12.22,-0.42,25.55,0.09180952381
5/30/19 17:55,12.22,-0.41,25.49,0.09132786177
5/30/19 17:55,12.22,-0.42,25.53,0.09084137931
5/30/19 17:55,12.17,-0.42,25.47,0.09035698925
5/30/19 17:55,12.2,-0.42,25.49,0.08987467811
5/30/19 17:55,12.22,-0.41,25.55,0.0894012848
5/30/19 17:55,12.2,-0.42,25.53,0.08892307692
5/30/19 17:55,12.2,-0.43,25.47,0.08844008529
5/30/19 17:55,12.22,-0.43,25.49,0.08795914894
5/30/19 17:55,12.2,-0.42,25.55,0.08748704883
5/30/19 17:55,12.17,-0.42,25.55,0.08701694915
5/30/19 17:55,12.15,-0.42,25.49,0.08654883721
5/30/19 17:55,12.25,-0.42,25.49,0.08608270042
